bank,year,ori_item,pass1_code,pass2_final_code,agreement_with_pass1,coding_method,pdf_page,matched_rule,evidence_excerpt,adjudication_status,source_file,third_pass_final_code,third_pass_pdf_page,third_pass_evidence_excerpt,third_pass_adjudication
Standard Chartered Bank Ghana PLC,2025,ORI4,1.0,1.0,True,independent_visual_review,119.0,"Board Cyber, Information Security & Payment Systems Committee","The Board Cyber, Information Security & Payment Systems Committee covers cyber and information security risks, technology resilience, business continuity, disaster recovery capabilities and payment systems governance.",manual page-image coding retained from verified resolution evidence,Standard Chartered Bank Ghana PLC - 2025 - Annual Report.pdf,1.0,119.0,"The Board Cyber, Information Security & Payment Systems Committee covers cyber and information security risks, technology resilience, business continuity, disaster recovery capabilities and payment systems governance.",Retained after independent report-level cross-check.
Standard Chartered Bank Ghana PLC,2025,ORI5,1.0,1.0,True,independent_visual_review,46.0,control environment,"ird Line of Defence: Internal audit acts as SCBGH applies a three lines of defence model to the third line of defence, providing its day-to-day activities for effective risk independent assurance on the effectiveness of management and to reinforce a strong controls supporting the activities of the first governance and control environment. Typically: and second lines of defence. Through our management of conduct-related • First Line of Defence: Comprises the businesses risks, we expect all staff across the three lines of and functions engaged in or supporting defence to demonstrate the highest standards revenue generating activities that own and of conduct and integrity in discharging their manage the risks. responsibilities. • Second Line of Defence: Includes control functions that operate independently of the Executive and Board risk oversight fi",manual page-image coding retained from verified resolution evidence,Standard Chartered Bank Ghana PLC - 2025 - Annual Report.pdf,1.0,46.0,"ird Line of Defence: Internal audit acts as SCBGH applies a three lines of defence model to the third line of defence, providing its day-to-day activities for effective risk independent assurance on the effectiveness of management and to reinforce a strong controls supporting the activities of the first governance and control environment. Typically: and second lines of defence. Through our management of conduct-related • First Line of Defence: Comprises the businesses risks, we expect all staff across the three lines of and functions engaged in or supporting defence to demonstrate the highest standards revenue generating activities that own and of conduct and integrity in discharging their manage the risks. responsibilities. • Second Line of Defence: Includes control functions that operate independently of the Executive and Board risk oversight fi",Retained after independent report-level cross-check.
Standard Chartered Bank Ghana PLC,2025,ORI6,1.0,1.0,True,independent_visual_review,98.0,internal audit function,"taken by the Internal Audit and Compliance functions against a backdrop of significant programmes to understand and fully challenge where the functions had been focusing and how it maximises value from the Internal Audit and Compliance resources to ensure productivity. It also discussed resourcing and the plan for the Internal Audit function. Committee responsibilities The Committee’s role is to review, on behalf of the Board, the Company’s financial controls. It is also responsible for oversight and advice to the Board on matters relating to financial reporting and exercises oversight of the work undertaken by the Compliance, Internal Audit and the Company’s statutory auditor, Ernst & Young Chartered Accountants. The protection of shareholders’ interest in relation to financial reporting and internal control is fundamental to the Committee’s role. Co",manual page-image coding retained from verified resolution evidence,Standard Chartered Bank Ghana PLC - 2025 - Annual Report.pdf,1.0,98.0,"taken by the Internal Audit and Compliance functions against a backdrop of significant programmes to understand and fully challenge where the functions had been focusing and how it maximises value from the Internal Audit and Compliance resources to ensure productivity. It also discussed resourcing and the plan for the Internal Audit function. Committee responsibilities The Committee’s role is to review, on behalf of the Board, the Company’s financial controls. It is also responsible for oversight and advice to the Board on matters relating to financial reporting and exercises oversight of the work undertaken by the Compliance, Internal Audit and the Company’s statutory auditor, Ernst & Young Chartered Accountants. The protection of shareholders’ interest in relation to financial reporting and internal control is fundamental to the Committee’s role. Co",Retained after independent report-level cross-check.
Standard Chartered Bank Ghana PLC,2025,ORI7,1.0,1.0,True,independent_visual_review,15.0,conduct risk,"we tailor our solutions, and how we ensure our clients in achieving their ambitions both locally products and services meet the specific needs of and internationally. As part of an international clients across our segments. banking group, our network represents a distinctive competitive advantage, connecting Managing Conduct Risk is essential for delivering corporates, financial institutions, individuals, and positive outcomes to clients and stakeholders small and medium enterprises across some of and for upholding our brand promise, here for the world’s most dynamic and rapidly growing good. We require colleagues to attend conduct markets. training that supports a high-performance, ethical work environment. The Code of Conduct Throughout this period, we have contributed to and Ethics outlines expected behaviours and the socio-economic adv",manual page-image coding retained from verified resolution evidence,Standard Chartered Bank Ghana PLC - 2025 - Annual Report.pdf,1.0,15.0,"we tailor our solutions, and how we ensure our clients in achieving their ambitions both locally products and services meet the specific needs of and internationally. As part of an international clients across our segments. banking group, our network represents a distinctive competitive advantage, connecting Managing Conduct Risk is essential for delivering corporates, financial institutions, individuals, and positive outcomes to clients and stakeholders small and medium enterprises across some of and for upholding our brand promise, here for the world’s most dynamic and rapidly growing good. We require colleagues to attend conduct markets. training that supports a high-performance, ethical work environment. The Code of Conduct Throughout this period, we have contributed to and Ethics outlines expected behaviours and the socio-economic adv",Retained after independent report-level cross-check.
Standard Chartered Bank Ghana PLC,2025,ORI8,1.0,1.0,True,independent_visual_review,120.0,cyber crisis simulation exercises,"The Board Cyber, Information Security & Payment Systems Committee received reports on business continuity and cyber crisis simulation exercises, and reviewed lessons from simulation exercises and real incidents.",manual page-image coding retained from verified resolution evidence,Standard Chartered Bank Ghana PLC - 2025 - Annual Report.pdf,1.0,120.0,"The Board Cyber, Information Security & Payment Systems Committee received reports on business continuity and cyber crisis simulation exercises, and reviewed lessons from simulation exercises and real incidents.",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2020,ORI1,1.0,1.0,True,bounded_concept_specific_text_search,105.0,manage(?:ment|s|d|ing)? (?:of )?operational risk,"ure, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behaviour. Operational risks arise from all of the Bank’s operations and are faced by all business entities. The Bank’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the GOVERNANCE Bank’s or Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Bank standards for the management of operational risk in the following areas",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2020 - Annual Report.pdf,1.0,105.0,"ure, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behaviour. Operational risks arise from all of the Bank’s operations and are faced by all business entities. The Bank’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the GOVERNANCE Bank’s or Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Bank standards for the management of operational risk in the following areas",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2020,ORI2,1.0,1.0,True,bounded_concept_specific_text_search,45.0,board risk (?:management )?committee,"Directors, four (4) Non-Executive Directors and two (2) Executive Directors, all of whom bring a wide range of skills and experience to the Board. The Board of Directors carries out its responsibility through its standing Committees. These are the Board Governance and Finance Committee, the Board Credit Committee, the Board Risk Management Committee, the Board Audit Committee and the Board Cyber and Information Security Committee. Through the workings of these committees, the Board sets broad policy guidelines and ensures the proper management and direction of the Bank. STATEMENTS In addition to the Board Committees, there are a number of Management Committees which ensure effective and good FINANCIAL corporate governance at the managerial level. 1. The Board of Directors As at 31 December 2020, the UBA Ghana (Limited) Board had twelve (12) members made up of",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2020 - Annual Report.pdf,1.0,45.0,"Directors, four (4) Non-Executive Directors and two (2) Executive Directors, all of whom bring a wide range of skills and experience to the Board. The Board of Directors carries out its responsibility through its standing Committees. These are the Board Governance and Finance Committee, the Board Credit Committee, the Board Risk Management Committee, the Board Audit Committee and the Board Cyber and Information Security Committee. Through the workings of these committees, the Board sets broad policy guidelines and ensures the proper management and direction of the Bank. STATEMENTS In addition to the Board Committees, there are a number of Management Committees which ensure effective and good FINANCIAL corporate governance at the managerial level. 1. The Board of Directors As at 31 December 2020, the UBA Ghana (Limited) Board had twelve (12) members made up of",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2020,ORI3,1.0,1.0,True,bounded_concept_specific_text_search,10.0,continuity plan,"ckdown. deposits increased by 26.8% during the year. The launch and operationalization of the GH¢750 million The pandemic also had very minimal impact on the Coronavirus Alleviation Programme - Business Support operations of banks as banks activated their Business Scheme (CAP- BuSS) further mitigated the impact of the Continuity Plans (BCPs) including activating their electronic pandemic on Micro, Small and Medium Sized Enterprises banking platforms resulting in a significant surge in the use (MSMEs). of electronic banking services and mobile money transfers. The Bank of Ghana also put in place strong policy Financial Performance measures and regulatory reliefs to mitigate the impact of Amidst the challenging operating environment in 2020, the pandemic. These measures included a cut in the policy your Bank recorded gross earnings of GHS 637.7",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2020 - Annual Report.pdf,1.0,10.0,"ckdown. deposits increased by 26.8% during the year. The launch and operationalization of the GH¢750 million The pandemic also had very minimal impact on the Coronavirus Alleviation Programme - Business Support operations of banks as banks activated their Business Scheme (CAP- BuSS) further mitigated the impact of the Continuity Plans (BCPs) including activating their electronic pandemic on Micro, Small and Medium Sized Enterprises banking platforms resulting in a significant surge in the use (MSMEs). of electronic banking services and mobile money transfers. The Bank of Ghana also put in place strong policy Financial Performance measures and regulatory reliefs to mitigate the impact of Amidst the challenging operating environment in 2020, the pandemic. These measures included a cut in the policy your Bank recorded gross earnings of GHS 637.7",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2020,ORI4,1.0,1.0,True,bounded_concept_specific_text_search,39.0,information security,"Sallah Ghana. He is a currently member of the Entity Tender committee of the Ministry of Information Head, Internal Control and the National Engineering Coordinating Team SHAREHOLDER INFORMATION (NECT). Evans is a result oriented young man with over thirteen years banking experience. He has expertise and experience in information security, risk management, internal controls and audit. He joined United Bank for Africa (Ghana) Limited as an Information Systems Auditor and holds an MSc. in Strategic Management and Leadership and a BSc. (Hons) degree in Computer INFORMATION Science from the Kwame Nkrumah University CORPORATE of Science and Technology. Evans is a member of the Information Systems Audit and Control Association (ISACA) and holds international certifications in Information Systems Auditing (CISA) and Information Security Management (CISM).",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2020 - Annual Report.pdf,1.0,39.0,"Sallah Ghana. He is a currently member of the Entity Tender committee of the Ministry of Information Head, Internal Control and the National Engineering Coordinating Team SHAREHOLDER INFORMATION (NECT). Evans is a result oriented young man with over thirteen years banking experience. He has expertise and experience in information security, risk management, internal controls and audit. He joined United Bank for Africa (Ghana) Limited as an Information Systems Auditor and holds an MSc. in Strategic Management and Leadership and a BSc. (Hons) degree in Computer INFORMATION Science from the Kwame Nkrumah University CORPORATE of Science and Technology. Evans is a member of the Information Systems Audit and Control Association (ISACA) and holds international certifications in Information Systems Auditing (CISA) and Information Security Management (CISM).",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2020,ORI5,1.0,1.0,True,bounded_concept_specific_text_search,3.0,control environment,"ness & Financial Highlights 08 Global Network 09 Chairman’s Statement 12 Managing Director’s Review BUSINESS REVIEW 20 Corporate Profile 22 Embassies, Multilateral & Donor Organizations (EMDO) 23 Digital Evolution 25 Evolution of the Customer Fulfilment Centre 26 Our People, Culture & Diversity FINANCIAL STATEMENTS 27 Control Environment 62 Statement of Comprehensive Income 63 Statement of Financial Position CORPORATE SOCIAL RESPONSIBILITY 64 Changes in Equity 28 COVID-19 Donation 66 Statement of Cash Flows 29 National Essay Competition (NEC) 67 Notes 30 Read Africa Project Community Support SHAREHOLDER INFORMATION Awards 140 AGM Notice GOVERNANCE 141 Proxy Form 34 The Board CORPORATE INFORMATION 38 Executive Management Committee 41 Directors’ Report 144 International Offices 45 Corporate Governance Report 145 Branch Network 52 Sustainability Repo",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2020 - Annual Report.pdf,1.0,3.0,"ness & Financial Highlights 08 Global Network 09 Chairman’s Statement 12 Managing Director’s Review BUSINESS REVIEW 20 Corporate Profile 22 Embassies, Multilateral & Donor Organizations (EMDO) 23 Digital Evolution 25 Evolution of the Customer Fulfilment Centre 26 Our People, Culture & Diversity FINANCIAL STATEMENTS 27 Control Environment 62 Statement of Comprehensive Income 63 Statement of Financial Position CORPORATE SOCIAL RESPONSIBILITY 64 Changes in Equity 28 COVID-19 Donation 66 Statement of Cash Flows 29 National Essay Competition (NEC) 67 Notes 30 Read Africa Project Community Support SHAREHOLDER INFORMATION Awards 140 AGM Notice GOVERNANCE 141 Proxy Form 34 The Board CORPORATE INFORMATION 38 Executive Management Committee 41 Directors’ Report 144 International Offices 45 Corporate Governance Report 145 Branch Network 52 Sustainability Repo",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2020,ORI6,1.0,1.0,True,bounded_concept_specific_text_search,27.0,internal audit function,"f Defence: Internal Audit Independent assessment and evaluation of the control environment is undertaken by Internal Audit, providing assurance to the Board of Directors and Senior Management on effectiveness of the first and second lines of defence, and the effectiveness of how the Bank assesses and manages risk. The Internal Audit function monitors compliance with policies STATEMENTS FINANCIAL and standards and the effectiveness of internal control structures of the Bank through its programme of both regular and ad hoc reviews. The work of the Internal Audit function is focused on the areas of greatest risk as determined by a risk- based methodology. The Internal Audit function reports directly to the Board Audit Committee. SHAREHOLDER INFORMATION INFORMATION CORPORATE 27",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2020 - Annual Report.pdf,1.0,27.0,"f Defence: Internal Audit Independent assessment and evaluation of the control environment is undertaken by Internal Audit, providing assurance to the Board of Directors and Senior Management on effectiveness of the first and second lines of defence, and the effectiveness of how the Bank assesses and manages risk. The Internal Audit function monitors compliance with policies STATEMENTS FINANCIAL and standards and the effectiveness of internal control structures of the Bank through its programme of both regular and ad hoc reviews. The work of the Internal Audit function is focused on the areas of greatest risk as determined by a risk- based methodology. The Internal Audit function reports directly to the Board Audit Committee. SHAREHOLDER INFORMATION INFORMATION CORPORATE 27",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2020,ORI7,1.0,1.0,True,bounded_concept_specific_text_search,38.0,anti-money laundering,"Engineering & Management and a Bachelor’s management. Her experience in Human Resource Coast. He has over 10 years banking experience Degree in Civil Engineering. He also holds the Management covers diverse sectors such as covering Audit, Internal Controls and Compliance Transportation, Pharmaceutical and Banking. and Anti-Money Laundering/Counter Financing Chartered Financial Analyst (CFA) designation. of Terrorism function. He has knowledge and understanding of applicable banking operations and Anti-Money Laundering/Counter Financing of Terrorism laws, regulations and international best standards.",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2020 - Annual Report.pdf,1.0,38.0,"Engineering & Management and a Bachelor’s management. Her experience in Human Resource Coast. He has over 10 years banking experience Degree in Civil Engineering. He also holds the Management covers diverse sectors such as covering Audit, Internal Controls and Compliance Transportation, Pharmaceutical and Banking. and Anti-Money Laundering/Counter Financing Chartered Financial Analyst (CFA) designation. of Terrorism function. He has knowledge and understanding of applicable banking operations and Anti-Money Laundering/Counter Financing of Terrorism laws, regulations and international best standards.",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2020,ORI8,1.0,1.0,True,bounded_concept_specific_text_search,54.0,crisis management,"ness Impact Analysis which is the process of identifying critical business functions and the impact on the Bank if these business functions are disrupted due to crisis event or disaster. BIA is developed for all Business functions in the Bank. • Development of Continuity of Business Plan is made up of two segments. i. Crisis Management Plan: This is framework for managing crisis events, which includes development of Crisis Management Teams. 54",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2020 - Annual Report.pdf,1.0,54.0,"ness Impact Analysis which is the process of identifying critical business functions and the impact on the Bank if these business functions are disrupted due to crisis event or disaster. BIA is developed for all Business functions in the Bank. • Development of Continuity of Business Plan is made up of two segments. i. Crisis Management Plan: This is framework for managing crisis events, which includes development of Crisis Management Teams. 54",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2021,ORI1,1.0,1.0,True,independent_visual_review,113.0,manage(?:ment|s|d|ing)? (?:of )?operational risk,"ture, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behavior. Operational risks arise from all of the Bank’s operations and are faced by all business entities. The Bank’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the Bank’s or Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Bank standards for the management of operational risk in the following areas: Financial",manual page-image coding retained from verified resolution evidence,UBA-Ghana-Ltd-2021-Annual-Report-compressed.pdf,1.0,113.0,"ture, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behavior. Operational risks arise from all of the Bank’s operations and are faced by all business entities. The Bank’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the Bank’s or Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Bank standards for the management of operational risk in the following areas: Financial",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2021,ORI2,1.0,1.0,True,independent_visual_review,51.0,board risk (?:management )?committee,"Directors, four (4) Non-Executive Directors and two (2) Executive Directors, all of whom bring a wide range of skills and experience to the Board. The Board of Directors carries out its responsibility through its standing Committees. These are the Board Governance and Finance Committee, the Board Credit Committee, the Board Risk Management Committee, the Board Audit Committee and the Board Cyber and Information Security Committee. Through the workings of these committees, the Board sets broad policy guidelines and ensures the proper management and direction of the Bank. In addition to the Board Committees, there are a number of Management Committees which ensure effective and good corporate governance at the managerial level. 1. The Board of Directors As at 31 December 2021, the UBA Ghana Board had twelve (12) members made up of four (4) Non-Executive Directo",manual page-image coding retained from verified resolution evidence,UBA-Ghana-Ltd-2021-Annual-Report-compressed.pdf,1.0,51.0,"Directors, four (4) Non-Executive Directors and two (2) Executive Directors, all of whom bring a wide range of skills and experience to the Board. The Board of Directors carries out its responsibility through its standing Committees. These are the Board Governance and Finance Committee, the Board Credit Committee, the Board Risk Management Committee, the Board Audit Committee and the Board Cyber and Information Security Committee. Through the workings of these committees, the Board sets broad policy guidelines and ensures the proper management and direction of the Bank. In addition to the Board Committees, there are a number of Management Committees which ensure effective and good corporate governance at the managerial level. 1. The Board of Directors As at 31 December 2021, the UBA Ghana Board had twelve (12) members made up of four (4) Non-Executive Directo",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2021,ORI3,1.0,1.0,True,independent_visual_review,62.0,Business Continuity Management,"Business Continuity Management ensured the development and testing of critical business continuity plans, including Business Impact Analysis, Crisis Management Plan and Business Recovery Plan arrangements.",manual page-image coding retained from verified resolution evidence,UBA-Ghana-Ltd-2021-Annual-Report-compressed.pdf,1.0,62.0,"Business Continuity Management ensured the development and testing of critical business continuity plans, including Business Impact Analysis, Crisis Management Plan and Business Recovery Plan arrangements.",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2021,ORI4,1.0,1.0,True,independent_visual_review,45.0,information security,"easury Sales. Rita holds a Master’s Association (ISACA) and holds international Financial Services and Digital Banking Technical Degree in Finance from Ghana Institute of certifications in Information Systems Auditing Sales and Support. He has provided Leadership Management and Public Administration (GIMPA) (CISA) and Information Security Management for exceptional Product Development and Sales and has participated in several Leadership and (CISM). As he puts it, his passion is to ensure there Teams, with proven experience in Managing clients’ management programs. are adequate controls to protect the assets of the projects from product conceptualization to Scale Bank and all its stakeholders at all times. in Digital Banking across different Geographies in Africa with enviable financial results. 45",manual page-image coding retained from verified resolution evidence,UBA-Ghana-Ltd-2021-Annual-Report-compressed.pdf,1.0,45.0,"easury Sales. Rita holds a Master’s Association (ISACA) and holds international Financial Services and Digital Banking Technical Degree in Finance from Ghana Institute of certifications in Information Systems Auditing Sales and Support. He has provided Leadership Management and Public Administration (GIMPA) (CISA) and Information Security Management for exceptional Product Development and Sales and has participated in several Leadership and (CISM). As he puts it, his passion is to ensure there Teams, with proven experience in Managing clients’ management programs. are adequate controls to protect the assets of the projects from product conceptualization to Scale Bank and all its stakeholders at all times. in Digital Banking across different Geographies in Africa with enviable financial results. 45",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2021,ORI5,1.0,1.0,True,independent_visual_review,3.0,control environment,"ents 26 Service & Innovation 28 Our People, Culture & Diversity 70 Statement of Comprehensive Income 71 Statement of Financial Position 72 Changes in Equity Control & Risk Management 74 Statement of Cash Flows 30 2021 in review 75 Notes 32 UBA Ghana Performance 32 Ghana Economic Outlook 2022 Shareholder Information 33 Control Environment 145 Shareholder Engagements 146 AGM Notice Social Responsibility 36 Corporate Social Investment 36 National Essay Competition Corporate Information 37 Read Africa Project 150 Corporate Information 38 Ratings and Awards Won 151 Branch Network 152 Products & Services 154 ATM Directory",manual page-image coding retained from verified resolution evidence,UBA-Ghana-Ltd-2021-Annual-Report-compressed.pdf,1.0,3.0,"ents 26 Service & Innovation 28 Our People, Culture & Diversity 70 Statement of Comprehensive Income 71 Statement of Financial Position 72 Changes in Equity Control & Risk Management 74 Statement of Cash Flows 30 2021 in review 75 Notes 32 UBA Ghana Performance 32 Ghana Economic Outlook 2022 Shareholder Information 33 Control Environment 145 Shareholder Engagements 146 AGM Notice Social Responsibility 36 Corporate Social Investment 36 National Essay Competition Corporate Information 37 Read Africa Project 150 Corporate Information 38 Ratings and Awards Won 151 Branch Network 152 Products & Services 154 ATM Directory",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2021,ORI6,1.0,1.0,True,independent_visual_review,33.0,internal audit function,"second lines of defence, income at about $6000 per capita at Purchasing Power and how the Bank assesses and manages risk. Sitting outside Parity and demands on social spending, very weak debt the risk management processes of the first two lines of affordability constrains the government’s scope of policy defence, the Internal Audit function monitors compliance action, intensifying the policy trade-off between servicing with policies and standards and provides assurance on the effectiveness of internal control structures of the debt and delivering services to the Ghanaian population. Bank through its programme of both regular and ad-hoc Overall the economy prospect of Ghana continues to reviews. The work of the Internal Audit function is focused remain strong in the mist of global hikes in inflation, on the areas of greatest risk as determined by a ri",manual page-image coding retained from verified resolution evidence,UBA-Ghana-Ltd-2021-Annual-Report-compressed.pdf,1.0,33.0,"second lines of defence, income at about $6000 per capita at Purchasing Power and how the Bank assesses and manages risk. Sitting outside Parity and demands on social spending, very weak debt the risk management processes of the first two lines of affordability constrains the government’s scope of policy defence, the Internal Audit function monitors compliance action, intensifying the policy trade-off between servicing with policies and standards and provides assurance on the effectiveness of internal control structures of the debt and delivering services to the Ghanaian population. Bank through its programme of both regular and ad-hoc Overall the economy prospect of Ghana continues to reviews. The work of the Internal Audit function is focused remain strong in the mist of global hikes in inflation, on the areas of greatest risk as determined by a ri",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2021,ORI7,1.0,1.0,True,independent_visual_review,44.0,anti-money laundering,"Engineering & Management and a Bachelor’s management. Her experience in Human Resource Coast. He has over 10 years banking experience Degree in Civil Engineering. He also holds the Management covers diverse sectors such as covering Audit, Internal Controls and Compliance Transportation, Pharmaceutical and Banking. and Anti-Money Laundering/Counter Financing Chartered Financial Analyst (CFA) designation. of Terrorism function. He has knowledge and understanding of applicable banking operations and Anti-Money Laundering/Counter Financing of Terrorism laws, regulations and international best standards. 44",manual page-image coding retained from verified resolution evidence,UBA-Ghana-Ltd-2021-Annual-Report-compressed.pdf,1.0,44.0,"Engineering & Management and a Bachelor’s management. Her experience in Human Resource Coast. He has over 10 years banking experience Degree in Civil Engineering. He also holds the Management covers diverse sectors such as covering Audit, Internal Controls and Compliance Transportation, Pharmaceutical and Banking. and Anti-Money Laundering/Counter Financing Chartered Financial Analyst (CFA) designation. of Terrorism function. He has knowledge and understanding of applicable banking operations and Anti-Money Laundering/Counter Financing of Terrorism laws, regulations and international best standards. 44",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2021,ORI8,1.0,1.0,True,independent_visual_review,62.0,Business Recovery Plan,"The Business Continuity section describes a Crisis Management Plan and Business Recovery Plan for recovering business processes during disruptions, including alternate-site arrangements.",manual page-image coding retained from verified resolution evidence,UBA-Ghana-Ltd-2021-Annual-Report-compressed.pdf,1.0,62.0,"The Business Continuity section describes a Crisis Management Plan and Business Recovery Plan for recovering business processes during disruptions, including alternate-site arrangements.",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2022,ORI1,1.0,1.0,True,bounded_concept_specific_text_search,111.0,manage(?:ment|s|d|ing)? (?:of )?operational risk,"ture, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behavior. Operational risks arise from all of the Bank’s operations and are faced by all business entities. The Bank’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the Bank’s or Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Bank standards for the management of operational risk in the following areas: Requireme",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2022 - Annual Report.pdf,1.0,111.0,"ture, and from external factors other than credit, market and liquidity risks such as those arising from legal and regulatory requirements and generally accepted standards of corporate behavior. Operational risks arise from all of the Bank’s operations and are faced by all business entities. The Bank’s objective is to manage operational risk so as to balance the avoidance of financial losses and damage to the Bank’s or Group’s reputation with overall cost effectiveness and to avoid control procedures that restrict initiative and creativity. The primary responsibility for the development and implementation of controls to address operational risk is assigned to senior management within each business unit. This responsibility is supported by the development of overall Bank standards for the management of operational risk in the following areas: Requireme",Retained after independent report-level cross-check.
United Bank for Africa (UBA Ghana) Limited,2022,ORI2,1.0,1.0,True,bounded_concept_specific_text_search,47.0,board risk (?:management )?committee,"Directors, four (3) Non-Executive Directors and two (2) Executive Directors, all of whom bring a wide range of skills and experience to the Board. The Board of Directors carries out its responsibility through its standing Committees. These are the Board Governance and Finance Committee, the Board Credit Committee, the Board Risk Management Committee, the Board Audit Committee, and the Board Cyber and Information Security Committee. Through the workings of these committees, the Board sets broad policy guidelines and ensures the proper management and direction of the Bank. In addition to the Board Committees, there are a number of Management Committees which ensure effective and good corporate governance at the managerial level. 1. The Board of Directors As at 31 December 2022, the UBA Ghana Board had ten (10) members made up of four (3) Non-Executive Directors",explicit evidence located,United Bank for Africa (UBA Ghana) Limited - 2022 - Annual Report.pdf,1.0,47.0,"Directors, four (3) Non-Executive Directors and two (2) Executive Directors, all of whom bring a wide range of skills and experience to the Board. The Board of Directors carries out its responsibility through its standing Committees. These are the Board Governance and Finance Committee, the Board Credit Committee, the Board Risk Management Committee, the Board Audit Committee, and the Board Cyber and Information Security Committee. Through the workings of these committees, the Board sets broad policy guidelines and ensures the proper management and direction of the Bank. In addition to the Board Committees, there are a number of Management Committees which ensure effective and good corporate governance at the managerial level. 1. The Board of Directors As at 31 December 2022, the UBA Ghana Board had ten (10) members made up of four (3) Non-Executive Directors",Retained after independent report-level cross-check.
